x,y,x_unit,y_unit,source_pmid,fig_ref,series,panel,digitization_tool,date
1.4286,5.3259,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
1.5306,5.2259,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
1.6327,5.1556,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
1.7347,5.1111,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
1.8367,5.0889,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
1.9388,5.0778,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
2.0408,5.0741,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
2.2449,5.0741,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
2.3469,5.0778,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
2.4490,5.0778,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
2.5510,5.0815,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
2.6531,5.0852,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
2.8571,5.0889,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
3.0612,5.0926,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
3.1633,5.0926,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
3.3673,5.0963,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
3.4694,5.0963,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
3.5714,5.0963,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
4.0816,5.1000,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
4.1837,5.1000,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
4.2857,5.1000,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
4.3878,5.1000,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
4.5918,5.1000,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
4.6939,5.1000,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
4.7959,5.1000,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
4.8980,5.1000,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
5.0000,5.1000,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
5.1020,5.1000,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
5.2041,5.1000,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
12.6531,5.4556,days,L/min,28548387,Fig 2 panel CO,G01_Ki0,CO,digitize_app_figs.py,2026-06-25
1.2245,5.0889,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
1.3265,5.3333,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
1.4286,5.2815,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
1.5306,5.2407,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
1.6327,5.1667,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
1.7347,5.1185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
1.8367,5.2444,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
1.9388,5.2000,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
2.0408,5.2667,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
2.1429,5.2593,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
2.2449,5.2444,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
2.3469,5.2407,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
2.4490,5.1852,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
2.5510,5.2296,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
2.6531,5.2296,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
2.7551,5.1333,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
2.8571,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
2.9592,5.1333,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
3.0612,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
3.2653,5.1556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
3.3673,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
3.4694,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
3.7755,5.0963,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
4.2857,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
4.3878,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
4.8980,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
5.0000,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
5.2041,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
5.3061,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
5.4082,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
5.5102,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
5.6122,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
5.7143,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
5.8163,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
5.9184,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
6.0204,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
6.1224,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
6.2245,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
6.3265,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
6.4286,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
6.5306,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
6.6327,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
6.7347,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
6.8367,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
6.9388,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
7.0408,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
7.1429,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
7.2449,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
7.3469,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
7.4490,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
7.5510,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
7.6531,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
7.7551,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
7.8571,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
7.9592,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
8.0612,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
8.1633,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
8.2653,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
8.3673,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
8.4694,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
8.5714,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
8.6735,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
8.7755,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
8.8776,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
8.9796,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
9.0816,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
9.1837,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
9.2857,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
9.3878,5.2185,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
12.2449,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
12.3469,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
12.4490,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
12.5510,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
12.6531,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
12.7551,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
12.8571,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
12.9592,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
13.0612,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
13.1633,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
13.2653,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
13.3673,5.3556,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
13.4694,5.3889,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
13.5714,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
13.6735,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
13.7755,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
13.8776,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
13.9796,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
14.0816,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
14.1837,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
14.2857,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
14.3878,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
14.4898,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
14.5918,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
14.6939,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
14.7959,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
14.8980,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
15.0000,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
15.1020,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
15.2041,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
15.3061,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
15.4082,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
15.5102,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
15.6122,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
15.7143,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
15.8163,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
15.9184,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
16.0204,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
16.1224,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
16.2245,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
16.3265,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
16.4286,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
16.5306,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
16.6327,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
16.7347,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
16.8367,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
16.9388,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
17.0408,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
17.1429,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
17.2449,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
17.3469,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
17.4490,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
17.5510,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
17.6531,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
17.7551,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
17.8571,5.2222,days,L/min,28548387,Fig 2 panel CO,G01_Ki001,CO,digitize_app_figs.py,2026-06-25
